"","abundance.1","abundance.2","abundance.3","abundance.4","abundance.5","abundance.6","counts.1","counts.2","counts.3","counts.4","counts.5","counts.6","length.1","length.2","length.3","length.4","length.5","length.6","countsFromAbundance"
"ENSMUSG00000001053",0.48,1.87,2.12,1.5,0.82,0.62,9,32,37,24,15,10,1815.51,1577.65,1859.38,1584.34,1992,2318,"no"
"ENSMUSG00000001054",7.67,8.76,5.23,6.98,8.72,8.96,109,134,88,125,108,86,1362.32,1409.48,1795.94,1775.74,1349.77,1378.45,"no"
"ENSMUSG00000001056",9.88,18.93,14.72,22.86,15.59,15.54,87,174,119,197,125,89,843.9,846.64,863.03,854.03,873.87,822.19,"no"
"ENSMUSG00000001062",6.5,9.23,7.23,11.01,8.25,9.74,164,209,150,238,205.09,106,2418.65,2086.12,2213.55,2141.42,2707.67,1562.18,"no"
"ENSMUSG00000001065",8.73,9.97,11.51,16.53,15.51,13.64,286.64,341.78,324.52,395.71,321.7,230.69,3146.22,3157.87,3010.02,2372.17,2260.9,2427.39,"no"
"ENSMUSG00000001076",0,0.22,0.13,0.24,0,0,0,2,1,2,0,0,825,825,825,825,825,825,"no"
"ENSMUSG00000001082",3.13,4.81,3.58,4.34,4.91,2.66,20,47,30,37,23,18,612.92,900.3,894.44,845.25,510.86,970.42,"no"
"ENSMUSG00000001089",4.32,4.79,4.08,3.38,4.28,5.29,327,320,273,247,245,220,7252.39,6159.13,7146.53,7246.63,6241.31,5974.26,"no"
"ENSMUSG00000001095",0.61,0.58,0.72,0.13,0.28,0.12,15,15,16,3,6,2,2363,2363,2363,2363,2363,2363,"no"
"ENSMUSG00000001098",6.19,7.39,6.66,6.37,7.03,5.91,163.29,176,156,157,165,111.86,2529.26,2195.04,2501.31,2444.14,2557.67,2717.18,"no"
"ENSMUSG00000001100",41.6,48.07,45.46,46.94,53.79,42.83,697,863,705,775,783,486,1606.02,1653.9,1655.53,1636.03,1586.4,1629.03,"no"
"ENSMUSG00000001103",0.46,0.74,1.11,0.32,0.78,0.46,6,10,13,4,9,4,1251,1251,1251,1251,1251,1251,"no"
"ENSMUSG00000001105",47.83,56.99,50.88,46.22,62.34,56.45,376,449,377,364,449,281,753.38,725.78,791.07,780.38,784.95,714.63,"no"
"ENSMUSG00000001119",1.28,1.75,1.58,1.79,2.26,2.66,54,77,60,73,84,75,4051,4051,4051,4051,4051,4051,"no"
"ENSMUSG00000001120",0.55,1.22,1.56,0.44,0.78,1.68,7,10,7,7,9,7,1230.88,752.2,478.05,1566.25,1251,599.05,"no"
"ENSMUSG00000001123",356.85,372.63,355.9,377.35,401.43,342.65,5200,5719,4810,5354,5242,3439,1396.63,1413.96,1442.89,1406.08,1423.18,1440.93,"no"
"ENSMUSG00000001127",51.3,48.61,49.84,37.32,45.21,60.19,866,866,749,736,676,563,1617.8,1641.37,1604.5,1954.63,1629.49,1342.8,"no"
"ENSMUSG00000001128",15.28,17.42,18.18,26.06,17.45,11.26,214,284,235,300,222,87,1342.08,1502.14,1379.67,1140.83,1386.61,1109.76,"no"
"ENSMUSG00000001131",0,0.24,0,0,0,0,0,2,0,0,0,0,809,784,809,809,809,809,"no"
"ENSMUSG00000001134",27.07,29.47,26.76,28.39,29,30.46,145,175.85,141,140.66,144.85,124.43,513.31,549.66,562.51,490.97,544.43,586.52,"no"
"ENSMUSG00000001138",5.18,3.8,5.25,7.95,6.64,6.28,186.85,155.4,151,163.77,151.33,106,3456.37,3770.27,3072.85,2041.54,2484,2424.58,"no"
"ENSMUSG00000001143",8.83,8.83,6.64,7.82,6.34,7.04,227,252,167,184,166,127,2463.37,2629.06,2685.76,2331.2,2852.58,2591.42,"no"
"ENSMUSG00000001150",4.89,5.04,4.89,5.82,5.2,5.73,323.21,346.55,289.82,371.84,302.45,252.67,6333,6333,6333,6333,6333,6333,"no"
"ENSMUSG00000001151",1.28,1.51,1.41,1.97,1.4,1.29,127,155,125,188,122,85,9481,9481,9481,9481,9481,9481,"no"
"ENSMUSG00000001155",183.55,186.82,200.74,196.63,226.05,180.7,4244,4496,4154,4385,4610.99,2835,2216.1,2217.14,2209.28,2209.96,2223.1,2252.43,"no"
"ENSMUSG00000001156",0.93,2.46,1.67,2.38,2.36,1.77,45,123,72,111,100,57,4613,4613,4613,4613,4613,4613,"no"
"ENSMUSG00000001157",5.39,3.79,3.72,2.77,3.46,3.97,146,116,101,81,92,80,2594.38,2817.23,2895,2895,2895,2895,"no"
"ENSMUSG00000001158",12.25,14.47,19.1,12.14,19.07,16.11,98,121,138,94,134,86,767.05,770.4,771.24,767.13,766,766.39,"no"
"ENSMUSG00000001166",0.56,0.37,0.44,0.35,1.48,0.58,13,9,6,8,11,9,2242,2242,1466,2242,807.4,2242,"no"
"ENSMUSG00000001168",0,0,0,0.16,0,0,0,0,0,2,0,0,1460,1460,1460,1260,1460,1460,"no"
"ENSMUSG00000001173",4,1.84,1.9,1.95,2.06,3.11,143,94,80,92,93,87,3427.41,4718.14,4487.84,4674.98,4918.25,4011.93,"no"
"ENSMUSG00000001175",92.62,114.92,125.53,122,113.85,100.24,2167,2222,2115,1934,2156,1656,2242.44,1781.35,1798.79,1571.01,2063.96,2371.92,"no"
"ENSMUSG00000001211",95.99,97.2,89.09,91.7,100.34,82.12,2332,2564,2242,2297,2307,1402,2328.33,2430.22,2686.78,2482.26,2505.75,2451.1,"no"
"ENSMUSG00000001225",0,0,0,0.03,0,0,0,0,0,1,0,0,1796,1796,1796,2859,1796,1796,"no"
"ENSMUSG00000001227",0.36,0.9,0.67,1.25,0.5,0.64,14,37,24,48,17,17,3687,3798,3798,3798,3687,3798,"no"
"ENSMUSG00000001228",0.09,0.26,0.89,0.41,0.29,1,3,5,7,12,9,24,3342,1765.44,840,2880,3342,3434,"no"
"ENSMUSG00000001229",16.56,22.42,18.64,18.13,18.36,13.57,598,842,604,633,583,327,3460,3460,3460,3460,3460,3460,"no"
"ENSMUSG00000001240",7.75,9.83,9.31,7.96,11.28,13.5,49,84.32,64.09,77.72,89,56,605.86,790.15,734.93,967.68,859.64,595.56,"no"
"ENSMUSG00000001247",57.26,68.55,79.36,84.99,82.66,57.37,1211.1,1504.77,1502.03,1726.02,1527.34,807.12,2027.24,2022.19,2020.58,2012.64,2013.73,2019.86,"no"
"ENSMUSG00000001248",4.15,5.08,5.76,5.36,5.51,5.41,114,145,142,139,132,99,2632,2632,2632,2567.9,2612.76,2626.66,"no"
"ENSMUSG00000001249",174.14,219.45,244.15,256.34,242.38,189.9,2922,3818,3550,4086,3357,1858,1608.19,1602.82,1552.32,1579.62,1509.48,1404.66,"no"
"ENSMUSG00000001260",0,0,0.07,0,0,0,0,0,3,0,0,0,4722,4722,4722,4722,4722,4722,"no"
"ENSMUSG00000001270",2.15,2.64,3.14,5.2,3.28,3.01,32,41,42,75,43,30,1429,1429,1429,1429,1429,1429,"no"
"ENSMUSG00000001280",8.03,6.12,7.23,7.99,8.4,7.38,585.99,475.32,493.97,547.99,543.95,368.99,6990.19,7151.08,7295.62,6797.46,7057.17,7177.4,"no"
"ENSMUSG00000001281",0.91,0.84,1.5,0.76,0.91,0.93,25,24,21,20,22,17,2625,2625,1499.4,2625,2625,2625,"no"
"ENSMUSG00000001285",18.23,17.8,13.98,20.41,19.3,13.63,161,153,114.95,160.83,152.72,80.89,846.29,791.83,877.75,780.94,862.48,851.85,"no"
"ENSMUSG00000001288",2.3,2.42,2.64,2.45,2.95,1.34,64,72,62,69,74,27,2669,2746.14,2511.1,2787.53,2729.88,2882.52,"no"
"ENSMUSG00000001289",116.83,130.28,110.97,99.36,116.31,120.47,470,554.39,417.3,421.17,429.28,331.11,385.57,392.03,401.47,420.07,402.26,394.61,"no"
"ENSMUSG00000001300",0.95,1.22,1.06,0.49,1.63,0.84,42,48,35,21,42,25,4221,3618,3517.5,4221,2814,4275,"no"
"ENSMUSG00000001305",6.26,7.97,6.64,7.34,7.72,6.67,87,111,81,97,96,60,1332.73,1283.56,1303.03,1309.86,1355.31,1292.29,"no"
"ENSMUSG00000001313",4.85,4.89,7.22,5.53,9.16,5.87,68,72.33,91,75,113,55,1345,1363.63,1345,1345,1345,1345,"no"
"ENSMUSG00000001323",62.61,67.77,67.69,60.95,72.01,60.56,1568.06,1597.09,1365.6,1187.44,1486.24,1045.59,2400.44,2171.14,2153.79,1930.71,2249.23,2478.71,"no"
"ENSMUSG00000001333",0.05,0.04,0,0,0.06,0,1.01,1.01,0,0,1.03,0,1993,2281,2137,2137,1993,2137,"no"
"ENSMUSG00000001334",0.04,0.1,0.08,0.07,0.16,0.32,1,3,2,2,4,6,2714,2714,2714,2714,2714,2714,"no"
"ENSMUSG00000001348",59.63,71.69,72.87,70.6,68.64,53.06,839,1050,922,957,850,498,1348.45,1349.3,1350.82,1343.4,1349.63,1347.41,"no"
"ENSMUSG00000001349",0.04,0,0,0.43,0.61,0.8,1,0,0,10,13,13,2319,2319,2319,2319,2319,2319,"no"
"ENSMUSG00000001366",59.06,54.69,48.95,49.58,56.38,43.3,780,725,604,620,615,411,1265.8,1221.23,1317.33,1239.26,1188.88,1362.87,"no"
"ENSMUSG00000001376",5.34,4.46,4.56,4.52,6.37,6.55,181,148,121,145,156,122,3250.14,3053.79,2833.02,3175.82,2667.23,2673.38,"no"
"ENSMUSG00000001379",6.53,12.45,13.27,9.01,9.7,7.06,137,272,250,183,179,99,2012,2012,2012,2012,2012,2012,"no"
"ENSMUSG00000001380",14.8,17.11,17.12,17.34,19.37,15.17,299.23,359.96,310.72,339.07,344.47,204.76,1938,1938,1938,1938,1938,1938,"no"
"ENSMUSG00000001383",10.98,11.52,11.94,13.6,14.76,13.2,253,276,247,303,299,203,2208,2208,2208,2208,2208,2208,"no"
"ENSMUSG00000001403",1.36,0.9,1.16,0.86,1.9,1.56,13,9,10,8,16,10,918,918,918,918,918,918,"no"
"ENSMUSG00000001415",7.45,10.6,9.64,9.51,10.14,7.41,342,506,397,422,409,227,4398,4398,4398,4398,4398,4398,"no"
"ENSMUSG00000001416",47.98,51.91,55.82,49.72,60.5,54.13,967,1092,992,920,964.98,722,1931.5,1938.19,1897.15,1833.78,1738.19,1915.06,"no"
"ENSMUSG00000001417",3.26,3.15,2.66,5.07,4.44,6.1,51.1,53.04,35.65,75.69,57.76,59.5,1503.42,1548.89,1430.33,1479.08,1418.17,1401.08,"no"
"ENSMUSG00000001418",57.22,71.55,63.47,71.26,66.12,61.31,474.35,641.19,515.16,545.28,487.58,296.62,794.48,825.64,866.56,758.3,803.73,694.59,"no"
"ENSMUSG00000001419",10.49,17.17,13.17,10.08,12.07,10.97,483.68,704.75,440.31,383.81,322.8,252.75,4419.49,3780.44,3570.36,3774.72,2913.99,3307.85,"no"
"ENSMUSG00000001420",0.32,0.45,0.68,0.72,0.13,0.82,6.65,9.81,12.84,14.72,2.42,11.38,2004,2008.6,2014,2014,2004,2004,"no"
"ENSMUSG00000001424",40.44,45.33,42.17,35.91,48.61,35.68,1142,1506,1209,1233,1315,773,2706.55,3060.58,3060.72,3402.49,2948.31,3110.35,"no"
"ENSMUSG00000001435",173.65,203.55,202.72,210.79,174.36,142.61,8167,10348,8654,9710,7385,4506,4507.58,4683.58,4557.65,4565.04,4616.18,4536.46,"no"
"ENSMUSG00000001436",10.42,8.01,10.38,9.88,6.5,5.68,99,95,99,108,64,42,910.51,1092.07,1018.08,1083.17,1072.42,1061.87,"no"
"ENSMUSG00000001440",24.14,29.5,26.85,25.76,32.76,29.28,1371,1514,1258,1420,1419,1096,5444.39,4728.83,5001.61,5463.07,4720.07,5373.88,"no"
"ENSMUSG00000001441",12.93,12.73,10.93,11.53,9.15,12.35,362,403,346,300,256,243,2682.91,2915.49,3381.11,2579.02,3048.84,2825.07,"no"
"ENSMUSG00000001444",0.04,0.11,0.04,0.04,0.13,0.12,1,3,1,1,3,2,2439,2439,2439,2439,2439,2439,"no"
"ENSMUSG00000001445",27.04,29.6,31.95,23.77,31.6,25.7,468,533,474,398,480.99,297,1659,1659,1583.8,1659,1659,1659,"no"
"ENSMUSG00000001467",73.03,81.74,72.44,128.68,115.81,129.78,2041,2431,2084,3366,2817,2197,2678.46,2739.88,3071.5,2592.14,2650.97,2430.4,"no"
"ENSMUSG00000001472",49.34,61.95,57.87,57.17,60.5,50.63,1439,1870,1508,1605,1544,987,2795.43,2780.95,2781.91,2782.28,2781.27,2798.76,"no"
"ENSMUSG00000001473",3.48,6.8,5.44,3.37,4.53,3.45,62,126,87,58,71,41,1708,1708,1708,1708,1708,1708,"no"
"ENSMUSG00000001482",12.83,13.28,14.1,14.94,14.63,16.3,411,446,410,457,416,351,3069.82,3094.55,3103.62,3031.1,3098.1,3092.48,"no"
"ENSMUSG00000001493",0.04,0,0.05,0.05,0.05,0.2,1,0,1,1,1,3,2179,2179,2179,2179,2179,2179,"no"
"ENSMUSG00000001494",0,0,0,0,0,0,0,0,0,0,0,0,2017,2017,2017,2017,2017,2017,"no"
"ENSMUSG00000001496",0,0,0,0,0,0,0,0,0,0,0,0,2476.5,2476.5,2476.5,2476.5,2476.5,2476.5,"no"
"ENSMUSG00000001497",0.14,0.09,0.13,0.1,0.08,0.07,6,4,5,4.03,3,2,4183,4117,4117,4117,4117,4117,"no"
"ENSMUSG00000001504",0,0,0,0,0,0,0,0,0,0,0,0,966,966,966,966,966,966,"no"
"ENSMUSG00000001506",0.33,0.92,0.71,1.18,2.65,2.74,6,59,39,70,88,61,1728,5881,5881,5881,3620.57,3192.33,"no"
"ENSMUSG00000001507",1.53,1.47,2.85,1.78,1.22,2.01,46,68,88,58,52,43,2875,4250,3299.16,3222.22,4648,3071.43,"no"
"ENSMUSG00000001508",0,0,0,0,0,0,0,0,0,0,0,0,1066.6,1066.6,1066.6,1066.6,1066.6,1066.6,"no"
"ENSMUSG00000001510",0,0,0,0,0,0,0,0,0,0,0,0,2588,2588,2588,2588,2588,2588,"no"
"ENSMUSG00000001517",0.52,0.22,0.24,0.54,0.55,0.33,7,7,9,10,12,10,1281,2986.67,3924,1830,2378.18,4350,"no"
"ENSMUSG00000001518",4.72,5.2,3.67,5.19,5.58,4.69,116,134,83,122,121,82,2356.99,2372.82,2411.78,2331.27,2364.95,2510.46,"no"
"ENSMUSG00000001520",0.24,0.32,0.3,0.15,0.08,0.51,8,9,7,5,1,6,3212,2554.2,2483.25,3212,1419,1702.8,"no"
"ENSMUSG00000001521",0.43,0.41,0.63,0.3,0.63,0.94,9,15,17,10,12,10,2002.89,3346,2871.51,3346,2071.15,1526.77,"no"
"ENSMUSG00000001524",5.84,6.83,6.25,7.77,6.26,5.66,96,110,90,122,82,61,1574.76,1482.92,1537.52,1556.95,1426.57,1546.48,"no"
"ENSMUSG00000001525",28.34,38.13,30.15,32.19,33.34,21.77,646.66,989.2,658,763,736.39,365.38,2187.14,2389.83,2329.84,2348.65,2407.09,2409.96,"no"
"ENSMUSG00000001542",38.23,36.59,37.62,33.52,33.41,37.59,1434.99,1428.98,1267.99,1217,1103,942,3598,3598,3598,3598,3598,3598,"no"
"ENSMUSG00000001552",11.5,13.51,12.97,14.98,17.26,10.43,253,389,308,414,342,225,2109.33,2653.64,2535.42,2738.62,2159.52,3098.4,"no"
"ENSMUSG00000001555",0.29,0.5,0.59,0.28,0.47,0.89,4,6,6,7,9.62,12,1314.87,1098.12,1077,2450.32,2240.07,1929.6,"no"
"ENSMUSG00000001558",0,0,0,0,0,0,0,0,0,0,0,0,1425.5,1425.5,1425.5,1425.5,1425.5,1425.5,"no"
"ENSMUSG00000001566",0,0,0,0,0,0,0,0,0,0,0,0,2105,2105,2105,2105,2105,2105,"no"
"ENSMUSG00000001569",9.15,8.79,9.3,9.05,10.85,9.23,207,242,191,218,217,142,2169,2535.74,2191.95,2388.09,2179.04,2207.87,"no"
"ENSMUSG00000001576",26.93,36.57,43.5,41.04,42.75,36.86,655,913,828,859,852,548,2331.35,2299.91,2032.09,2074.4,2171.86,2134.5,"no"
"ENSMUSG00000001583",0,0.04,0.21,0,0,0.15,0,1,1,0,0,1,1672.4,2401,511,1672.4,1672.4,972,"no"
"ENSMUSG00000001588",1.72,1.35,1.69,1.34,1.81,1.39,34,30,34,32,35,24,1889.59,2050.06,2150.4,2369.32,2110.58,2471.7,"no"
"ENSMUSG00000001604",41.64,56.44,54.58,63.18,88.97,57.8,494,663,561,702,874,444,1137.01,1082.28,1097.38,1101.1,1070.59,1102.84,"no"
"ENSMUSG00000001622",0,0,0,0,0,0,0,0,0,0,0,0,1184.33,1184.33,1184.33,1184.33,1184.33,1184.33,"no"
"ENSMUSG00000001627",17.02,29.77,23.65,22.81,30.62,28.69,162.69,254,209.37,226,208,150.93,916.35,786.01,945.35,982.06,740.23,755.19,"no"
"ENSMUSG00000001630",7.79,5.53,7.01,7.3,7.49,8.73,302,232,241,276,270,224,3714.27,3864.48,3672.77,3744.51,3926.47,3682.52,"no"
"ENSMUSG00000001632",4.58,6.1,6.49,5.42,6.32,3.43,196.05,283.46,223.98,232,205.87,107.84,4101.64,4280.9,3682.95,4245.23,3549.58,4507.83,"no"
"ENSMUSG00000001642",6.5,7.33,7.47,7.38,6.59,7.4,92,108,95,100,82,73,1357,1357,1357,1342.11,1357,1416.53,"no"
"ENSMUSG00000001655",0,0,0,0,0,0,0,0,0,0,0,0,2412,2412,2412,2412,2412,2412,"no"
"ENSMUSG00000001656",0,0,0,0,0,0,0,0,0,0,0,0,1972,1972,1972,1972,1972,1972,"no"
"ENSMUSG00000001657",0,0,0,0.04,0,0,0,0,0,1,0,0,2250,2250,2250,2250,2250,2250,"no"
"ENSMUSG00000001661",0,0,0,0.12,0,0,0,0,0,2,0,0,987.33,987.33,987.33,1626,987.33,987.33,"no"
"ENSMUSG00000001663",256.98,230.2,211.94,175.42,221.74,190.66,2307,2416,1894,1728,1943,1195,860.42,966.9,954.05,976.19,954.97,899.83,"no"
"ENSMUSG00000001665",32.84,31.58,38.79,16.91,28.51,22.35,579.8,597.85,570.8,280.63,397,267.26,1692.38,1743.83,1571.02,1644.37,1517.77,1717.14,"no"
"ENSMUSG00000001666",290.18,307.14,338.4,299.63,331.76,270.47,1809.66,1996.91,1898.37,1806.06,1823,1128.74,597.71,598.99,598.92,597.34,598.87,599.16,"no"
"ENSMUSG00000001670",894.09,1418.61,1428.13,1729.08,1635.96,1496.38,20032,35216,30592,38436,34538,23863,2147.35,2287.01,2286.94,2202.9,2300.87,2289.53,"no"
"ENSMUSG00000001672",0.4,0.35,0.41,0.41,0.67,0.46,10,9,7,9,13,6,2398,2398,1826.54,2186.19,2110.81,1857.97,"no"
"ENSMUSG00000001674",10.28,13.74,10.38,11.14,13.31,15.75,191.27,215.19,185.52,207,201.16,140,1783.47,1442.68,1907.32,1840.61,1647.18,1276.01,"no"
"ENSMUSG00000001687",24.86,30.99,27.86,26.18,27.06,28.72,613,757,600,602,552,469,2363.34,2250.22,2299,2278.37,2222.84,2344.77,"no"
"ENSMUSG00000001700",22.16,18.42,19.26,17.1,18.93,23.65,591,511,461,441,444,421,2556,2556,2556,2556,2556,2556,"no"
"ENSMUSG00000001707",7.51,7.97,12.6,6.55,7.65,8.32,77,85,116,65,69,57,983,983,983,983,983,983,"no"
"ENSMUSG00000001729",18.94,27.51,23.72,27.75,25.89,23.34,371,608,481,615,532,339,1877.05,2036.06,2165.09,2196,2239.13,2085.29,"no"
"ENSMUSG00000001739",0.16,0.16,0.18,0.39,0.38,0.5,3,2,3,7,5,5,1801,1144,1801,1801,1430,1430,"no"
"ENSMUSG00000001741",1.52,1.52,1.48,1.72,1.84,1.49,51,51,43,53,54,33.01,3218.93,3100.1,3098.9,3062.45,3193.13,3182.15,"no"
"ENSMUSG00000001750",23.54,18.92,25.1,25.2,19.04,13.66,401,462,353,463,357,239,1632.9,2249.83,1501.44,1821.1,2044,2511.92,"no"
"ENSMUSG00000001751",8.24,10.32,11.41,12.12,10.64,7.85,159,221,203,215,198,117,1848.51,1972.99,1899.03,1757.78,2027.47,2139.96,"no"
"ENSMUSG00000001755",64.28,72.62,66.04,74.81,75.34,72.28,1264,1491,1174,1391,1415,962,1884.63,1891.6,1897.86,1842.67,2046.83,1910.77,"no"
"ENSMUSG00000001761",2.49,2.99,3.09,2.52,2.48,2.08,97,121,108,95,85,54,3730,3730,3730,3730,3730,3730,"no"
"ENSMUSG00000001763",6.73,8.33,6.55,5.76,4.1,4.55,138,177,120,112,74,64,1966.4,1957.58,1954.56,1928,1967.87,2020.07,"no"
"ENSMUSG00000001767",5.62,5.67,5.31,6.49,6.56,5.65,196,208,161,182,165,133,3342.59,3379,3236.95,2780.96,2740.43,3379,"no"
"ENSMUSG00000001768",5.84,4.55,5.84,2.8,3.38,3.42,230,197,149,130,143,93,3773.62,3986.16,2722.27,4608,4608,3908.51,"no"
"ENSMUSG00000001773",0,0,0,0,0,0,0,0,0,0,0,0,2544.5,2544.5,2544.5,2544.5,2544.5,2544.5,"no"
"ENSMUSG00000001774",23.47,28.29,27.04,21.97,27.6,27.7,528,662,546,478,546,416,2156,2156,2156,2156,2156,2156,"no"
"ENSMUSG00000001783",26.42,27.03,28.43,29.32,29.52,27.93,532,575,522,578,529,378,1929.64,1960,1960,1953.84,1952.86,1942.83,"no"
"ENSMUSG00000001785",9.21,8.58,11.22,9.21,9.72,7.98,194,195,174,193,183,114,2018.81,2094.68,1655.49,2076.58,2051.2,2052,"no"
"ENSMUSG00000001786",10.36,10.66,8,8.39,9.56,9.91,213.84,220.1,163.96,176.08,172,118,1978.16,1902.74,2187.11,2080.56,1961.15,1708.96,"no"
"ENSMUSG00000001794",105.88,130.98,105.15,98.58,126.81,118.48,905,1195,998,949,1048,619,819.2,840.53,1013.31,953.97,900.71,750.09,"no"
"ENSMUSG00000001802",4.13,8.95,8.51,8.28,6.24,5.25,144.75,270.62,202.33,244.95,221,118,3361.4,2784.13,2536.95,2931.53,3861.76,3225.5,"no"
"ENSMUSG00000001804",0,0,0,0,0,0,0,0,0,0,0,0,3429,3429,3429,3429,3429,3429,"no"
"ENSMUSG00000001815",0,0,0,0,0,0,0,0,0,0,0,0,2909.5,2909.5,2909.5,2909.5,2909.5,2909.5,"no"
"ENSMUSG00000001819",0,0,0,0,0,0,0,0,0,0,0,0,2434,2434,2434,2434,2434,2434,"no"
"ENSMUSG00000001823",0,0,0,0,0,0,0,0,0,0,0,0,2570,2570,2570,2570,2570,2570,"no"
"ENSMUSG00000001827",0,0.57,0.36,0.66,0,0,0,2,3,2,0,0,756.82,325.78,888,301,756.82,756.82,"no"
"ENSMUSG00000001829",27.34,28.66,21.87,20.22,30.81,27.6,426,496,375,399,407,273,1493.32,1594.45,1830.45,1955.4,1439.8,1420.3,"no"
"ENSMUSG00000001833",28.13,19.58,23.12,17.99,24.04,28.26,729,528,538,451,548,489,2484,2484,2484,2484,2484,2484,"no"
"ENSMUSG00000001844",19.58,19.56,17.89,17.02,16.83,17.59,202,243,186,184,172,142,988.57,1144.58,1109.95,1071.58,1113.91,1159.11,"no"
"ENSMUSG00000001847",74.28,66.65,68.85,58.53,70.43,70.9,1638,1499,1413,1204,1371,1119,2113.48,2072.07,2190.95,2038.62,2121.41,2266,"no"
"ENSMUSG00000001855",3.9,5.19,4.97,4.26,3.82,3.22,213.86,247.4,188.44,206.81,186.73,142.31,5257.13,4389.14,4049.62,4813.03,5324.9,6338.48,"no"
"ENSMUSG00000001864",0,0,0,0.47,0.07,0,0,0,0,2,2,0,703.8,703.8,703.8,422,2947,703.8,"no"
"ENSMUSG00000001865",0,0,0.23,0,0,0.1,0,0,3,0,0,1,1403,1403,1403,1403,1403,1403,"no"
"ENSMUSG00000001870",0.26,0.61,0.84,0.42,0.52,0.64,12,36,31,21,26,21,4401.79,5423.62,3938.34,4951.15,5449.83,4739.65,"no"
"ENSMUSG00000001891",244.32,164.29,193.88,127.61,217.28,224.34,5652,3890.98,3928.96,2824,4440,3238.98,2217.22,2181.88,2163.55,2193.03,2227.07,2072.8,"no"
"ENSMUSG00000001901",0,0,0,0,0,0,0,0,0,0,0,0,2395,2395,2395,2395,2395,2395,"no"
"ENSMUSG00000001909",13.43,18.97,19.29,14.76,20.84,17.79,254,356,298,282,283,165,1812.11,1729.09,1649.37,1893.71,1480.08,1331.47,"no"
"ENSMUSG00000001910",8.03,12,9.71,9.49,8.98,8.07,356,553.48,386.78,407,350.26,239,4251,4251,4251,4251,4251,4251,"no"
"ENSMUSG00000001911",18.54,27.6,29.5,27.03,27.71,20.24,783,1178,973,1094.64,1037.87,584,4048.4,3932.22,3521.3,4012.61,4081.65,4142.17,"no"
"ENSMUSG00000001918",1.32,1.46,1.45,2.3,2.37,1.56,17,28,30,42,38,20,1237.93,1772.67,2202,1812.86,1748.13,1835,"no"
"ENSMUSG00000001924",68.83,83.36,71,63.84,80.05,57.71,2057,2362,1859,1962,1947,1264,2864.45,2610.48,2795.35,3045.67,2650.62,3144.47,"no"
"ENSMUSG00000001930",0.94,0.97,0.81,1.65,2.35,1.81,41,59,52,137,104,60,4183.09,5608.86,6856.2,8210.66,4830.43,4746.42,"no"
"ENSMUSG00000001942",16.71,13.31,13.82,11.68,13.88,15.82,590,489,438,399,431,373,3384,3384,3384,3384,3384,3384,"no"
"ENSMUSG00000001943",0.26,0.58,0.48,0.8,0.58,1.02,3,7,5,9,6,8,1121,1121,1121,1121,1121,1121,"no"
"ENSMUSG00000001946",4.37,7.15,6.68,5.87,6.32,7.33,78,133,110,99,98,83,1709.32,1713.4,1757.54,1672.21,1689.24,1625.64,"no"
"ENSMUSG00000001948",0.3,0.29,0.17,0.31,0.17,0.45,2,2,1,2,1,2,640,640,640,640,640,640,"no"
"ENSMUSG00000001962",10.21,11.72,9.46,12.87,13.46,11.86,140,172,122,170,170,108,1314.53,1352.3,1377.47,1308.59,1376.13,1306.95,"no"
"ENSMUSG00000001964",14.58,15.57,17.35,14.38,16.37,11.15,143,172.67,162.01,148.46,160.45,82,940.22,1021.57,996.97,1022.97,1068.3,1055.75,"no"
"ENSMUSG00000001983",14.99,14.05,16.07,14.61,18.2,16.55,208.6,203.4,200.79,196.65,222.74,153.81,1334,1334,1334,1334,1334,1334,"no"
"ENSMUSG00000001985",0,0,0,0,0,0,0,0,0,0,0,0,8924,8924,8924,8924,8924,8924,"no"
"ENSMUSG00000001986",0.15,0.11,1.56,1.09,0.8,0.74,8,6,16,34,25,26,5071.6,5059,1092,3094,3412.5,5075.63,"no"
"ENSMUSG00000001988",0,0,0,0,0,0,0,0,0,0,0,0,2042,2042,2042,2042,2042,2042,"no"
"ENSMUSG00000001995",0.74,1.02,0.83,1.27,1.17,1.45,49,70,49,81,68,64,6316,6316,6316,6316,6316,6316,"no"
"ENSMUSG00000001998",3.75,3.02,2.74,2.4,3.17,4.51,103,112,78.95,88.6,102,75,2632.29,3416.28,3075.68,3658.71,3511.08,2387.75,"no"
"ENSMUSG00000001999",11.09,10.23,11.07,12.67,12.12,10.22,109,115,109,130,109,73,942,1035.26,1051.43,1016.99,980.43,1025.24,"no"
"ENSMUSG00000002006",0.22,0.31,0.23,0.11,0.06,0.2,8.34,12,8.45,4,2,5,3576,3576,3921,3576,3576,3576,"no"
"ENSMUSG00000002007",0.04,0.1,0,0.05,0.04,0.22,1,3,0,1,1,4,2662,2662,1378,1932,2662,2662,"no"
"ENSMUSG00000002010",64.43,59.27,58.51,52.96,56.89,56.4,718,745,574,568,617,391,1068.03,1158.07,1047.3,1062.82,1181.93,995.38,"no"
"ENSMUSG00000002012",0.12,0,0,0.12,0.14,0.18,1,0,0,1,1,1,794,1205.2,1205.2,819,794,819,"no"
"ENSMUSG00000002014",103.22,98.01,99.88,90.68,114.73,87.44,804,805,714,688,786,456,746.55,756.72,763.22,751.92,746.66,748.73,"no"
